"ID","question","questionType"
99572,"Would you recommend ths for a Sit on Top Kayak. I would like to use it to charge my Galaxy S5 Sport when using the map app to quickly note my location",1
864,"What is the sodium content per teaspoon",0
103246,"Is this case made specifically for the 5s, or is it for 5/5s? Because some functionality is lost by using 5 cases on 5s iPhones",0
67789,"Does clear case come with bumper as well? I couldn t tell from the picture.",1
22394,"Is it really 41.7  tall? Does it come with chimney extensions?",0
56063,"omega xl",0
23382,"do I need to buy the 4 yr warranty since speed queen has a good warranty on their machines?",1
82291,"What does this mean? specifically designed for samsung galaxy s4 (compatible not with the galaxy s4 active)",0
36634,"What version of Android?",0
43116,"Can I charge a Kindle (not Fire) with this?",1
106244,"I have a BLU Studio energy phone. Will this work with my phone?",1
33377,"I have a Samsung T404G will this work with the phone?",0
37419,"Does it take a SD Memory Card",1
111971,"Will this work on an Iphone6?",1
30005,"Do I have to use the cradle or can I just be within a certain range of the booster?",0
25256,"Will this work with Whirlpool Cabrio Model Number WTW6600SW0",1
81422,"Does it come with the headphone wire like the life proofcase?",1
104223,"Will this hold a Garmin 1300 Gps?",1
85549,"I have just received my phoue for use inTrinidad and Tobago I inserted a sim card and turned it on and I am now being promted to enter the unlock code, does anyone know what it is?",0
79558,"I am afraid the eraser touching the display will eventually lead to scratches. Can anyone confirm?",0
84284,"Can I plug and charge this divise in 220 Volt power",1
56918,"Can I use my home WIFI on this phone without activating the phone with VM? I want this phone for my 8 yr old and to use it like a tablet, nothing more",1
72684,"will an IPOD CLASSC fit in this? thank you!",1
58255,"Would this work on a Verizon LG VS840?",1
78533,"Is this case gel or a hard plastic?",0
85709,"IS THIS CASE COMPATIBLE WITH T-MOBILE S3 ?",1
34782,"Can this charge a iPod touch 4th generation?",1
61158,"Can this be used for a iphone 5s?",1
71117,"Is there a place to put dollar bills?",1
60519,"Does this case come with a screen protector",1
76436,"How do you know when it is fully charged ? I ve. Been charging for 5 hrs and only one led is lit",0
5060,"Is the papain what tenderizes the meat?",1
9615,"why is 24 cups by 2, cheaper than if you buy the 48 cups? am i missing something?",0
53370,"Is this compatiable with a LG 505C",1
73580,"If my Note 3 says it needs 1.5A for Quick Charge 2.0 speeds, my note will come with a cable that has microusb 3.0 on one end to plug into the phone, and on the other end a 3.0 USB male connector, will it deliver the 1.5A it needs or send 2.0A and blow...",1
57823,"This product is for the HTC one X AT &amp; T?",0
17046,"How many peach hearts come in this 5 lb bag?",0
73922,"Does it have a little strap on the side of the big slot to keep the cards from falling out?",1
80165,"Does this battery only charge via direct current? What does  Input: DC 5V/ 2A  mean and what type of power adapter is this?",0
7697,"Is this product made in China?",1
61587,"Will this fit the 5s?",1
28835,"have 2001 Volvo S80 without center speaker. What adapter kit do I need?",1
27564,"Has anyone used the Easy Clean feature? I m wondering if it s just a gimmick.",1
68312,"Can this phone be used with US Cellular and if so US Cell requires the ESN # prior to activation. What is the ESN #?",1
53687,"Do these come with a fuse in them? I d hate to throw the thing away if the voltage spikes from a bad connection or something",1
76623,"This model is HTC M7 801n ? Is Original Unlocked ?",0
43646,"Does the brush work on a screen protector on iPad. Jeff",1
114348,"Does this device update time as you enter a different time zone?",1
7189,"Hi if I order by Mon 1/12 and complete message request same day, can the i get the order delivered by 1/27? thanks",1
79267,"Does it block the IR blaster?",1
5573,"Is there any way to tell when it expires?",1
6135,"is sugar or sweetener added",0
95381,"What is the hardness on the Anti Shock version?",0
20811,"does anyone have a rattling noise? 2 years old and i have never replaced belt or filter. love the machine.",1
10553,"Is this flour enriched with folic acid?",1
5247,"got only one box as well..... is this a mistake ?",1
21153,"the connectors 3/8   or 3/4  heading says 3/8 and description says 3/4. opening of faucet mouth is 3/4+brass=3/8, these what i need?",0
69517,"Will they connect to a kindle fire. I have had issues in the past with my fire connecting to Bluetooth devices.",1
59095,"Is anyone using with the gold iPhone 5s? Does the  frost  finish of the case affect the color of the iPhone in any way?",0
89745,"how do you sink them up to your cellphone",0
30564," can i ues it out US with other phone companies ? can it work with 220v? how can i add to it programs like ( translator, skype or others)? ",0
11085,"does the icy mint have  new flavor  like the spearmint? I hope not because the new flavor tastes bad. I liked the original spearmint, but can t find",1
19053,"Why have my last two orders had the same short best before date, so disappointed as it is end of January and the best before is 7 March 2015",0
93076,"Has anyone dropped their Moto X with this case? If so, how hard/high was the drop and how did it hold up?",0
16663,"Do these chips contain dairy?",1
67708,"Is the iPhone detachable with a clip?",1
32083,"iphone compatible?",0
31899,"condition of the phone?",0
27236,"Does it have replacable filters?",1
14859,"how long can the flour be stored? where and how is the best place to store it?",0
41486,"Is it for sprint or for virgin mobile ?",0
7452,"The bags are the brown ones without chloride?",0
5197,"What would you suggest the recommended amount would be for say, a large pot of chili?",0
62008,"Can it be docked on a iHome without removing the case?",1
26270,"Need QUICK ANSWER Plz Model AWN432,Does tub spin out in between Pre-Wash and Heavy (In Regular Wash) If so, isn t that the same as just using SOAK?",1
83329,"Do they work with Kindle and Kindle Fire?",1
13210,"How long will these stay fresh and good?",0
63477,"Where do I find my number in the phone?",0
48803,"I have a galaxy s2 t989 with a qcell 3850ma or 3800ma battery. Will this charger accomodate the Qcell extended life/gaming batteries?",1
81531,"do they fit any apple device? does it really come with 300pc or is it a ripoff?",0
28992,"My Parrot just quit working and seems like there is no power to it?",0
86593,"I just got the pink case. I didn t realize it had a button to put on over the bottom button. Now I can t get fingerprint recognition. Do I need this amplim button or can I just use the original?",0
72742,"is it a GSM system ? If so will an at&amp;t sim card work",1
86803,"How does the battery fit in the charger? I put mine in..the light turned blue right away I left it plugged in all night. But was dead when put in phon",0
22191,"How dry are the clothes after washing? One of the challenges I have with sink washing is it takes forever to air dry.",0
69345,"this phone use for microcard",0
90633,"does this work with the galaxy s3 battery?",1
45256,"Can you send and receive texts?",1
51033,"Why doesn t the picture show the black on black bumper?",0
21067,"how would yoy change the filter? it looks like you can!t get to it ?",0
56392,"Is the outer flap magnetic?",1
5543,"are these almonds sproutable?",1
54745,"Can this stylus applicable to paperwhite and dx?thanks",1
48287,"I called my cell phone provider and they told me I need to ask for a MEID # to make sure they can set it up. Would you be able to give me that please? For the refurbished ones, that is what I want to buy as long as the MEID # works with it.",1
43169,"Is it a phone? An accessory? What are you getting?",0
94543,"Will this case fit the Note 3 that is being sold now (May 2014)? I had purchased a Note 3 case but it was too small, fit an S5, and had to return it.",1
114134,"Will it work for T-mobile?",1
29978,"mophie juice pack: does it work on the itouch too",0
59754,"When you flip back the bottom, does it interfere with the back of the iHome dock?",1
86483,"Does this cover fit the Verizon prepaid Galaxy s3 I535. I ve read that some screen protectors for the S3 fit standard S3 s but not Verizon prepaids.",1
107771,"Does this work with AT&amp;T LTE in the US?",1
99564,"does it cover the front or only the back",0
97999,"I would like a better idea of the true color",0
17653,"when was the harvest date of the pecans you will ship now in January 2015?",0
29092,"Revision: Is the the newest revision  C  model?",0
51502,"will it power a nook? some solar chargers don t since I think nook needs about 2.0A.",1
107049,"does this work with samsung galaxy s3",1
58741,"Will this fit a OnePlus One? 152.9 x 75.9 x 8.9 mm (6.02 x 2.99 x 0.35 in)? Thank you",0
34152,"We live in Orlando Fl and homes here are very prone to lightning strikes. If the antenna is the highest thing in the home am I asking to get fried?",0
33783,"what is the pin code !? i want vip pin please",0
107340,"Can you use this with a Mophie case ???",1
33065,"can this phonebe switched to straight talk?",1
